resultId,raceId,driverId,constructorId,number_x,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,driverRef,number_y,code,forename,surname,dob,nationality,url
1306,79,11,16,4.0,8,\N,W,12,0,0,\N,\N,\N,\N,\N,\N,54,2005,sato,\N,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
1307,79,17,3,7.0,9,\N,W,13,0,0,\N,\N,\N,\N,\N,\N,54,2005,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
1308,79,13,15,12.0,10,\N,W,14,0,0,\N,\N,\N,\N,\N,\N,54,2005,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
1309,79,31,1,10.0,11,\N,W,15,0,0,\N,\N,\N,\N,\N,\N,54,2005,montoya,\N,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
1310,79,35,15,11.0,12,\N,W,16,0,0,\N,\N,\N,\N,\N,\N,54,2005,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
1311,79,41,7,17.0,13,\N,W,17,0,0,\N,\N,\N,\N,\N,\N,54,2005,zonta,\N,ZON,Ricardo,Zonta,1976-03-23,Brazilian,http://en.wikipedia.org/wiki/Ricardo_Zonta
1312,79,32,9,15.0,14,\N,W,18,0,0,\N,\N,\N,\N,\N,\N,54,2005,klien,\N,KLI,Christian,Klien,1983-02-07,Austrian,http://en.wikipedia.org/wiki/Christian_Klien
1313,79,2,3,8.0,15,\N,W,19,0,0,\N,\N,\N,\N,\N,\N,54,2005,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
1314,79,14,9,14.0,16,\N,W,20,0,0,\N,\N,\N,\N,\N,\N,54,2005,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
1315,80,4,4,5.0,1,1,1,1,10,70,1:31:22.232,5482232,5,2,1:16.502,207.571,1,2005,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1316,80,8,1,9.0,13,2,2,2,8,70,+11.8,5494032,25,1,1:16.423,207.785,1,2005,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
1317,80,30,6,1.0,3,3,3,3,6,70,+1:21.9,5564132,22,7,1:17.714,204.333,1,2005,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
1318,80,18,16,3.0,7,4,4,4,5,69,\N,\N,18,4,1:17.408,205.141,11,2005,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
1319,80,15,7,16.0,2,5,5,5,4,69,\N,\N,67,8,1:17.792,204.128,11,2005,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
1320,80,21,4,6.0,6,6,6,6,3,69,\N,\N,18,5,1:17.511,204.868,11,2005,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
1321,80,23,7,17.0,11,7,7,7,2,69,\N,\N,36,14,1:18.103,203.316,11,2005,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
1322,80,35,15,11.0,10,8,8,8,1,69,\N,\N,17,10,1:17.841,204.000,11,2005,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
1323,80,22,6,2.0,5,9,9,9,0,69,\N,\N,4,12,1:17.960,203.689,11,2005,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
1324,80,14,9,14.0,15,10,10,10,0,69,\N,\N,39,6,1:17.611,204.605,11,2005,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
1325,80,11,16,4.0,4,11,11,11,0,69,\N,\N,8,11,1:17.929,203.770,11,2005,sato,\N,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
1326,80,17,3,7.0,12,12,12,12,0,68,\N,\N,17,15,1:18.395,202.558,12,2005,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
1327,80,33,17,18.0,19,13,13,13,0,67,\N,\N,32,16,1:20.004,198.485,13,2005,monteiro,\N,TMO,Tiago,Monteiro,1976-07-24,Portuguese,http://en.wikipedia.org/wiki/Tiago_Monteiro
1328,80,2,3,8.0,14,14,14,14,0,66,\N,\N,36,13,1:18.102,203.318,14,2005,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
1329,80,39,17,19.0,17,15,15,15,0,66,\N,\N,9,17,1:20.156,198.108,14,2005,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
1330,80,31,1,10.0,8,\N,R,16,0,46,\N,\N,24,3,1:16.656,207.154,5,2005,montoya,\N,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
1331,80,27,18,21.0,20,\N,R,17,0,37,\N,\N,8,18,1:21.077,195.858,29,2005,albers,\N,ALB,Christijan,Albers,1979-04-16,Dutch,http://en.wikipedia.org/wiki/Christijan_Albers
1332,80,40,18,20.0,18,\N,R,18,0,33,\N,\N,4,19,1:21.451,194.958,29,2005,friesacher,\N,FRI,Patrick,Friesacher,1980-09-26,Austrian,http://en.wikipedia.org/wiki/Patrick_Friesacher
1333,80,13,15,12.0,9,\N,R,19,0,30,\N,\N,11,9,1:17.805,204.094,9,2005,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
1334,80,32,9,15.0,16,\N,R,20,0,1,\N,\N,\N,\N,\N,\N,32,2005,klien,\N,KLI,Christian,Klien,1983-02-07,Austrian,http://en.wikipedia.org/wiki/Christian_Klien
1335,81,31,1,10.0,3,1,1,1,10,60,1:24:29.588,5069588,41,2,1:20.700,229.338,1,2005,montoya,\N,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
1336,81,4,4,5.0,1,2,2,2,8,60,+2.7,5072288,40,4,1:21.228,227.847,1,2005,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1337,81,8,1,9.0,12,3,3,3,6,60,+14.4,5083988,60,1,1:20.502,229.902,1,2005,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
1338,81,21,4,6.0,6,4,4,4,5,60,+17.9,5087488,43,3,1:21.159,228.041,1,2005,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
1339,81,18,16,3.0,2,5,5,5,4,60,+40.3,5109888,42,7,1:21.993,225.721,1,2005,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
1340,81,30,6,1.0,9,6,6,6,3,60,+1:15.3,5144888,23,5,1:21.675,226.600,1,2005,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
1341,81,22,6,2.0,5,7,7,7,2,60,+1:16.6,5146188,41,9,1:22.302,224.874,1,2005,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
1342,81,23,7,17.0,8,8,8,8,1,60,+1:19.2,5148788,46,6,1:21.960,225.812,1,2005,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
1343,81,15,7,16.0,4,9,9,9,0,60,+1:20.9,5150488,56,8,1:22.112,225.394,1,2005,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
1344,81,13,15,12.0,16,10,10,10,0,59,\N,\N,45,10,1:22.466,224.427,11,2005,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
1345,81,17,3,7.0,11,11,11,11,0,59,\N,\N,16,15,1:23.291,222.204,11,2005,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
1346,81,2,3,8.0,14,12,12,12,0,59,\N,\N,58,16,1:23.360,222.020,11,2005,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
1347,81,14,9,14.0,13,13,13,13,0,59,\N,\N,44,12,1:23.089,222.744,11,2005,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
1348,81,35,15,11.0,10,14,14,14,0,59,\N,\N,16,14,1:23.210,222.420,11,2005,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
1349,81,32,9,15.0,15,15,15,15,0,59,\N,\N,58,13,1:23.147,222.588,11,2005,klien,\N,KLI,Christian,Klien,1983-02-07,Austrian,http://en.wikipedia.org/wiki/Christian_Klien
1350,81,11,16,4.0,7,16,16,16,0,58,\N,\N,54,11,1:22.551,224.195,12,2005,sato,\N,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
1351,81,33,17,18.0,20,17,17,17,0,58,\N,\N,38,17,1:24.247,219.682,12,2005,monteiro,\N,TMO,Tiago,Monteiro,1976-07-24,Portuguese,http://en.wikipedia.org/wiki/Tiago_Monteiro
1352,81,27,18,21.0,18,18,18,18,0,57,\N,\N,53,19,1:26.182,214.750,13,2005,albers,\N,ALB,Christijan,Albers,1979-04-16,Dutch,http://en.wikipedia.org/wiki/Christijan_Albers
1353,81,40,18,20.0,19,19,19,19,0,56,\N,\N,37,20,1:26.489,213.987,14,2005,friesacher,\N,FRI,Patrick,Friesacher,1980-09-26,Austrian,http://en.wikipedia.org/wiki/Patrick_Friesacher
1354,81,39,17,19.0,17,\N,R,20,0,10,\N,\N,8,18,1:25.257,217.080,10,2005,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
1355,82,4,4,5.0,3,1,1,1,10,67,1:26:28.599,5188599,21,2,1:15.235,218.866,1,2005,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1356,82,31,1,10.0,20,2,2,2,8,67,+22.569,5211168,54,4,1:15.878,217.011,1,2005,montoya,\N,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
1357,82,18,16,3.0,2,3,3,3,6,67,+24.422,5213021,19,3,1:15.843,217.111,1,2005,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
1358,82,21,4,6.0,4,4,4,4,5,67,+50.587,5239186,21,5,1:15.890,216.977,1,2005,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
1359,82,30,6,1.0,5,5,5,5,4,67,+51.690,5240289,18,7,1:16.099,216.381,1,2005,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
1360,82,23,7,17.0,12,6,6,6,3,67,+52.242,5240841,23,6,1:16.073,216.455,1,2005,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
1361,82,14,9,14.0,11,7,7,7,2,67,+52.700,5241299,18,8,1:16.233,216.000,1,2005,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
1362,82,13,15,12.0,13,8,8,8,1,67,+56.570,5245169,45,10,1:16.288,215.845,1,2005,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
1363,82,32,9,15.0,10,9,9,9,0,67,+1:09.818,5258417,45,9,1:16.236,215.992,1,2005,klien,\N,KLI,Christian,Klien,1983-02-07,Austrian,http://en.wikipedia.org/wiki/Christian_Klien
1364,82,22,6,2.0,15,10,10,10,0,66,\N,\N,47,12,1:16.528,215.168,11,2005,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
1365,82,2,3,8.0,7,11,11,11,0,66,\N,\N,10,13,1:16.607,214.946,11,2005,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
1366,82,11,16,4.0,8,12,12,12,0,66,\N,\N,27,14,1:16.725,214.615,11,2005,sato,\N,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
1367,82,27,18,21.0,16,13,13,13,0,65,\N,\N,11,19,1:18.425,209.963,12,2005,albers,\N,ALB,Christijan,Albers,1979-04-16,Dutch,http://en.wikipedia.org/wiki/Christijan_Albers
1368,82,15,7,16.0,9,14,14,14,0,64,\N,\N,45,11,1:16.474,215.320,13,2005,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
1369,82,35,15,11.0,14,15,15,15,0,64,\N,\N,26,16,1:17.122,213.511,13,2005,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
1370,82,39,17,19.0,19,16,16,16,0,64,\N,\N,7,18,1:18.212,210.535,13,2005,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
1371,82,33,17,18.0,18,17,17,17,0,64,\N,\N,12,17,1:18.106,210.821,13,2005,monteiro,\N,TMO,Tiago,Monteiro,1976-07-24,Portuguese,http://en.wikipedia.org/wiki/Tiago_Monteiro
1372,82,38,18,20.0,17,18,18,18,0,63,\N,\N,44,20,1:19.025,208.369,14,2005,doornbos,\N,DOO,Robert,Doornbos,1981-09-23,Dutch,http://en.wikipedia.org/wiki/Robert_Doornbos
1373,82,17,3,7.0,6,\N,N,19,0,55,\N,\N,46,15,1:16.803,214.397,55,2005,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
1374,82,8,1,9.0,1,\N,R,20,0,32,\N,\N,24,1,1:14.873,219.924,9,2005,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
1375,83,8,1,9.0,4,1,1,1,10,70,1:37:25.552,5845552,40,1,1:21.219,194.186,1,2005,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
1376,83,30,6,1.0,1,2,2,2,8,70,+35.581,5881133,13,3,1:21.476,193.573,1,2005,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
1377,83,23,7,17.0,5,3,3,3,6,70,+36.129,5881681,13,5,1:21.873,192.634,1,2005,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
1378,83,15,7,16.0,3,4,4,4,5,70,+54.221,5899773,32,4,1:21.842,192.707,1,2005,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
1379,83,18,16,3.0,8,5,5,5,4,70,+58.832,5904384,70,8,1:22.406,191.388,1,2005,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
1380,83,2,3,8.0,12,6,6,6,3,70,+1:08.375,5913927,53,6,1:22.053,192.212,1,2005,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
1381,83,17,3,7.0,16,7,7,7,2,69,\N,\N,47,9,1:22.453,191.279,11,2005,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
1382,83,11,16,4.0,10,8,8,8,1,69,\N,\N,45,7,1:22.399,191.405,11,2005,sato,\N,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
1383,83,21,4,6.0,9,9,9,9,0,69,\N,\N,19,10,1:22.506,191.157,11,2005,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
1384,83,22,6,2.0,7,10,10,10,0,69,\N,\N,20,11,1:22.768,190.551,11,2005,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
1385,83,4,4,5.0,6,11,11,11,0,69,\N,\N,51,12,1:22.884,190.285,11,2005,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1386,83,39,17,19.0,18,12,12,12,0,67,\N,\N,17,15,1:24.446,186.765,13,2005,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
1387,83,33,17,18.0,20,13,13,13,0,66,\N,\N,15,16,1:24.774,186.042,14,2005,monteiro,\N,TMO,Tiago,Monteiro,1976-07-24,Portuguese,http://en.wikipedia.org/wiki/Tiago_Monteiro
1388,83,13,15,12.0,14,14,14,14,0,63,\N,\N,22,13,1:23.048,189.909,17,2005,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
1389,83,27,18,21.0,17,\N,N,15,0,59,\N,\N,8,18,1:25.956,183.484,45,2005,albers,\N,ALB,Christijan,Albers,1979-04-16,Dutch,http://en.wikipedia.org/wiki/Christijan_Albers
1390,83,35,15,11.0,15,\N,R,16,0,56,\N,\N,23,14,1:23.118,189.749,56,2005,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
1391,83,31,1,10.0,2,\N,R,17,0,41,\N,\N,20,2,1:21.237,194.143,30,2005,montoya,\N,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
1392,83,38,18,20.0,19,\N,R,18,0,26,\N,\N,16,17,1:25.646,184.148,9,2005,doornbos,\N,DOO,Robert,Doornbos,1981-09-23,Dutch,http://en.wikipedia.org/wiki/Robert_Doornbos
1393,83,14,9,14.0,13,\N,R,19,0,0,\N,\N,\N,\N,\N,\N,3,2005,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
1394,83,32,9,15.0,11,\N,R,20,0,0,\N,\N,\N,\N,\N,\N,3,2005,klien,\N,KLI,Christian,Klien,1983-02-07,Austrian,http://en.wikipedia.org/wiki/Christian_Klien
1395,84,8,1,9.0,1,1,1,1,10,58,1:24:34.454,5074454,40,2,1:25.030,226.000,1,2005,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
1396,84,4,4,5.0,3,2,2,2,8,58,+18.609,5093063,58,3,1:25.524,224.694,1,2005,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1397,84,31,1,10.0,4,3,3,3,6,58,+19.635,5094089,39,1,1:24.770,226.693,1,2005,montoya,\N,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
1398,84,21,4,6.0,2,4,4,4,5,58,+37.973,5112427,34,4,1:25.604,224.484,1,2005,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
1399,84,18,16,3.0,13,5,5,5,4,58,+39.304,5113758,58,5,1:25.790,223.998,1,2005,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
1400,84,15,7,16.0,5,6,6,6,3,58,+55.420,5129874,52,7,1:26.178,222.989,1,2005,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
1401,84,14,9,14.0,12,7,7,7,2,58,+1:09.292,5143746,58,9,1:26.417,222.372,1,2005,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
1402,84,32,9,15.0,10,8,8,8,1,58,+1:11.622,5146076,58,8,1:26.374,222.483,1,2005,klien,\N,KLI,Christian,Klien,1983-02-07,Austrian,http://en.wikipedia.org/wiki/Christian_Klien
1403,84,11,16,4.0,20,9,9,9,0,58,+1:19.987,5154441,54,6,1:25.858,223.820,1,2005,sato,\N,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
1404,84,22,6,2.0,11,10,10,10,0,57,\N,\N,45,11,1:26.635,221.813,11,2005,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
1405,84,35,15,11.0,16,11,11,11,0,57,\N,\N,44,13,1:26.967,220.966,11,2005,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
1406,84,23,7,17.0,9,12,12,12,0,57,\N,\N,38,15,1:27.025,220.819,11,2005,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
1407,84,38,18,20.0,17,13,13,13,0,55,\N,\N,53,18,1:29.229,215.364,13,2005,doornbos,\N,DOO,Robert,Doornbos,1981-09-23,Dutch,http://en.wikipedia.org/wiki/Robert_Doornbos
1408,84,39,17,19.0,18,14,14,14,0,55,\N,\N,42,19,1:29.286,215.227,13,2005,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
1409,84,33,17,18.0,14,15,15,15,0,55,\N,\N,50,17,1:29.035,215.834,13,2005,monteiro,\N,TMO,Tiago,Monteiro,1976-07-24,Portuguese,http://en.wikipedia.org/wiki/Tiago_Monteiro
1410,84,27,18,21.0,15,\N,R,16,0,48,\N,\N,13,20,1:29.392,214.972,31,2005,albers,\N,ALB,Christijan,Albers,1979-04-16,Dutch,http://en.wikipedia.org/wiki/Christijan_Albers
1411,84,30,6,1.0,19,\N,R,17,0,32,\N,\N,21,14,1:26.991,220.905,31,2005,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
1412,84,2,3,8.0,6,\N,R,18,0,29,\N,\N,25,16,1:27.353,219.990,27,2005,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
1413,84,13,15,12.0,8,\N,R,19,0,28,\N,\N,27,10,1:26.514,222.123,5,2005,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
1414,84,17,3,7.0,7,\N,R,20,0,20,\N,\N,12,12,1:26.791,221.414,27,2005,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
1415,85,31,1,10.0,1,1,1,1,10,53,1:14:28.659,4468659,15,2,1:21.828,254.861,1,2005,montoya,\N,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
1416,85,4,4,5.0,2,2,2,2,8,53,+2.479,4471138,16,3,1:22.146,253.874,1,2005,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1417,85,21,4,6.0,8,3,3,3,6,53,+17.975,4486634,16,4,1:22.587,252.519,1,2005,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
1418,85,8,1,9.0,11,4,4,4,5,53,+22.775,4491434,51,1,1:21.504,255.874,1,2005,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
1419,85,15,7,16.0,5,5,5,5,4,53,+33.786,4502445,19,5,1:22.831,251.775,1,2005,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
1420,85,23,7,17.0,9,6,6,6,3,53,+43.925,4512584,19,8,1:23.076,251.032,1,2005,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
1421,85,42,3,8.0,16,7,7,7,2,53,+44.643,4513302,21,6,1:22.870,251.656,1,2005,pizzonia,\N,PIZ,Antônio,Pizzonia,1980-09-11,Brazilian,http://en.wikipedia.org/wiki/Ant%C3%B4nio_Pizzonia
1422,85,18,16,3.0,3,8,8,8,1,53,+1:03.635,4532294,16,9,1:23.161,250.776,1,2005,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
1423,85,13,15,12.0,15,9,9,9,0,53,+1:15.413,4544072,18,11,1:23.365,250.162,1,2005,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
1424,85,30,6,1.0,6,10,10,10,0,53,+1:36.070,4564729,5,13,1:23.584,249.507,1,2005,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
1425,85,35,15,11.0,12,11,11,11,0,52,\N,\N,13,16,1:23.892,248.591,11,2005,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
1426,85,22,6,2.0,7,12,12,12,0,52,\N,\N,13,12,1:23.466,249.859,11,2005,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
1427,85,32,9,15.0,13,13,13,13,0,52,\N,\N,17,14,1:23.633,249.360,11,2005,klien,\N,KLI,Christian,Klien,1983-02-07,Austrian,http://en.wikipedia.org/wiki/Christian_Klien
1428,85,17,3,7.0,14,14,14,14,0,52,\N,\N,40,7,1:22.935,251.459,11,2005,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
1429,85,14,9,14.0,10,15,15,15,0,52,\N,\N,18,15,1:23.867,248.665,11,2005,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
